toko,nama_barang,ulasan,rating
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",jasa pengirimannya aja yg lama,4
vivo,"[AFDHAL APPROVED] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Terima kasih paket sudah sampai,5
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Bagus ori,5
vivo,"vivo V40 5G (12/512) ZEISS Professional Potrait, 5500mAh Battery+80W Flashcharge, IP68+IP69, vivo AI - VV168NRML","udah lama banget pake Vivo. sejak vivo v5. 
bahkan sampe detik ini itu HP masih ada. ga pernah service sejak beli. karna itu saya beli vivo lagi. 
tapi karna kendala wakt...",1
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Biarlah bintang yg bicara,5
vivo,"[NEW LAUNCH] vivo Y03t (4+32) - IP54 Tahan Air, AI Dual Camera 5000mAh + 15W FlashCharge, Layar Sunlight 90Hz",Sesuai,5
vivo,"[805GADGET APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Uang nya lebih 10 rbu 
Tapi gak di kasih lagi sama orang JNE nya",5
vivo,"vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Bagus,5
vivo,"[NEW LAUNCH] V40 Lite 4G (8/128) - AI Aura Light Potrait, AI Erase, 80W FlashCharge, 32MP Front Camera",Mantap,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Paketku dah sampeee😻😻😻
Aman bgt ya gais gausah ragu, yg penting cekout disiniii official storenyaaa.
Ke bangkalan Madura cuma 3hari ajaaaa👍👍👍👍",5
vivo,"[NEW LAUNCH] vivo Y19S (4/128) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost",👍👍👍,5
vivo,"[NEW LAUNCH] vivo V50 Lite 4G (8/128) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Cakep bangett warna nyaaa syukkkaaaaa syukaaaa,5
vivo,"vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",mantap sesuai hp nyaa enak gak cepet panas God pokok nyaa❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹,5
vivo,"[FREE GIFT]vivo iQOO 13 (16/512)- 1st Snapdragon 8 elite, 7000mm2 VC Cooling system, 6150mAh+120W, 144Hz LTPO AMOLED","Mantap,, barang sesuai, plus ada bonus nya terimakasih",5
vivo,"[AFDHAL APPROVED] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Paket sampai dengan selamat,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Mudah2an awet🙏,4
vivo,"[BAIM APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus sesuai sama yg di video cuma minesnya casan ny lambat ngisi,4
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","barang bagus ,masih tersegel ,lengkap aman semuanya",5
vivo,"[Flash Sale] vivo Y28 (8/256) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio - VV168NRML","Mantap, gercep dan barang 100% ori. Thankyou seller",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sesuai pesanan,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Awalnya deg2n takut banget penipuan,tapi Alhamdulillah tokonya amanah,masih segel udah ku pakai normal semoga aja awet barangnya,trimksh Abang kurir,tiktok,Tokopedia dan...",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Puas pokonya,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Bagus banget sy suka hpnya cuma sinyal data kuotanya bermasalah ngelag ngelag ga stabil main game itu aja si kendalanya sinyal data kuota hpnya hpnya,5
vivo,vivo Earphone XE-160 Original [Suara HD Berkualitas],"Proses cepat, pengiriman cepat, packingan cukup aman, kualitas barang sangat baik, terima kasih seller.",5
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Lama sampai nya 10 hari batu sampai,5
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",barang sampai dengan baik dan packing aman dan rapih.,5
vivo,"vivo V40 5G (12/512) ZEISS Professional Potrait, 5500mAh Battery+80W Flashcharge, IP68+IP69, vivo AI - VV168NRML",barang bagus ori  kualitas terjamin  ok dan respon penjual juga bagus,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus banget,5
vivo,"[NEW LAUNCH] V40 Lite 5G (8/256) - AI Aura Light, AI Erase, Sony IMX882, 80W FlashCharge",Trmksh,5
vivo,"vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge - VV168NRML","barang berfungsi dengan,mudah""an awet,seller respon dengan baik,pengiriman sesuai waktu,thx ya",5
vivo,"[NEW LAUNCH] vivo Y29 (6/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search","Maaf baru bikin ulasan hehe, aku suka sama HP nya ga nyesel beli suka2🥰🥰🥰🥰🥰🥰🥰😍🥰🥰...",5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus sudah di terima warna nya coklat Mahogany😌,4
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Alhamdulillah, mendarat dengan aman tanpa adanya penyok sedikit pun",5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio","Barang nya bagus, cuman ekspedisi nya lama banget",5
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang fresh masih segel, packingan tebal aman keren betul",5
vivo,"vivo iQOO 13 (12/256) - 1st Snapdragon 8 elite, 7000mm2 VC Cooling system, 6150mAh+120W, 144Hz LTPO AMOLED]","udah beli 2x, 1x bulan Mei, 1x bulan Juni. Di keterangan dapet Giftbox, tapi 2x beli gk dapet Giftbox.

entah dikemanain itu hadiahnya 😂",1
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sdh dicoba dan aman semua dpt harga murah bgt lg ya luvvv lah,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",paketnya udh sampe ini oderan yng ke 2 pokonya beli di baginda ok deh maksh..👍🥰,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang sesuai, dan masih segel. Penjual amanah, terimakasih juga untuk mas kurir udah langganan.",5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sesuai sangat bagus lebih murah dari beli ofline,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Barang cepet sampaii alhamdulilah sesuai,5
vivo,"[WENNY WIJAYA APPROVED] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang di terima dengan baik, di terima dr tnggal 9,tidak ada kendala apapun semoga awet yaa",5
vivo,"[NEW LAUNCH] vivo V50 Lite 4G (8/128) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Sesuai,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","So far so good, ga ada kendala, baterai awet, kenceng, cuma agak nyesel ga ambil yg warna merah. Mantap lah",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Mantap,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Pengiriman cepat, barang oke punya. Highly recommend",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Barang BNIB. Pengiriman cepat. Kualitas mantap. Performa gahar. Kesimpulan: Bintang 5 mutlak!,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Hapenya bagus banget, dipake buat main pubg sangat smooth. Jadi hape kedua buat main game",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Alchamdulillah barang sudah sampai tadi siang dengan selamat 
Orang tua saya suka sekali 
Terimakasih buat toko ini semoga amanah selalu",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Reallpick handfone nyaa 👍,5
vivo,"[IRVANGALIH APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Ok,5
vivo,"vivo iQOO Z9x (8/128) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Barang ok cuma lapisan luar nya aja yang jelek kaya habis di buka penyok kardus nya,4
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang bagus,terimakasih",5
vivo,"[NEW LAUNCH] vivo Y29 (8/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search",Terbaik,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Jos gandos,5
vivo,"[NEW LAUNCH] vivo Y03t (4+32) - IP54 Tahan Air, AI Dual Camera 5000mAh + 15W FlashCharge, Layar Sunlight 90Hz",Udah langganan di toko oren,5
vivo,"vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]","Real pick,amanah toko nya,
Dan maaf baru kasih ulasan,
Top dehh tokonya",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",alhamdulilla sampay dengan salamet,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Expedisi lelet jne ! 
Tapi prosuk ini bakalan laris jadi hp ghaib pasti nanti nya. Soalnya sangat gacor dan sangat wort it beli di harga 5.8 🤲🏻",4
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Barang sesuai pesanan,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Keren hpnya,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Sesuai deskripsi, agak Sedikit khawatir ketika smpe kayak robek gitu di kardusny, pas dibuka aman kok

Semoga packigny dibenahi",4
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang sesuai,,, sangat bagus,, kondisi diterima juga bagus terimakasih",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Alhamdulillah paket ny sdh  sampai pengiriman ny cepat,5
vivo,"[AFDHAL APPROVED] vivo V50 Lite 4G (8/128) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Brg sdh sampe...dan brgnya bgs,5
vivo,"[ANDRI YADI APPROVED] vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Barang bagus bos tq,5
vivo,"[NEW LAUNCH] V40 Lite 4G (8/128) - AI Aura Light Potrait, AI Erase, 80W FlashCharge, 32MP Front Camera","Top marketop 
Rekomendasi banget beli hp Vivo di sini",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Good,5
vivo,"vivo V50 5G (12/512) Rounded-edge Design, ZEISS Group Potrait, 6000mAh Battery+90W Flashcharge, IP68+IP69, vivo AI","Secara fungsi berjalan, spesifikasi produk sesuai, packing standar, kelengkapan sudah full, terimakasih",5
vivo,"vivo Y29 (8/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem","Alhamdulillah selalu puas belanja di vivo Indonesia. pelayanan ok pengiriman super kilat dan barang original.
ini udah pembelian yg ke3.",5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥🌺🌜🌹🤗💌🥺😘😂♥️😍🥰😘,5
vivo,"[NEW LAUNCH] vivo V50 Lite 5G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Alhamdulillah udah nyampek semoga awet ya,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",🫶,5
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio","Bagus,bi",5
vivo,"[NEW LAUNCH] vivo Y29 (8/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search","Sesuai pesanan, cepat banget nyampeknya, co kemaren besoknya udah nyampek. Tapi sayang ngak dapat bonus,tapi gpp lah yg penting nyampek dgn aman, makasih k.",5
vivo,"vivo Y29 (8/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem","bagus,masih baru pengiriman cepat🥰",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Barang sesuai pesanan, tidak ada kurang apapun. siap buat digas main game rata kanan dah ini.",5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus,5
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio","Awal muka masih ragu, alhamdulillah bagus semoga awet",5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Bagus bgtt...sesuai pesanan. Masih segel ori jg 👍🏻👍🏻 amanah selalu vivoo,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",pengiriman lumayan lama tapi produk sampai dengan aman packingannya bagus dan kurirnya ramah,5
vivo,"vivo Y19S (6/128) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost - VV168NRML",Barang diterima dengan aman. isi ori sesuai iklan. semoga gak ada kendala,5
vivo,"vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge - VV168NRML",jooss mantaaap..suksss selalu vivo Indonesia semoga semakin jaya,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagusss,5
vivo,"[NEW LAUNCH] V40 Lite 4G (8/128) - AI Aura Light Potrait, AI Erase, 80W FlashCharge, 32MP Front Camera","Ulala hp nya udh datang, terima kasih jga terus keamanahannya, i love you🥰🥰🥰",5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Terima kasih vivo ori nyaman dan aman,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Alhamdulillah sampe nya 👍,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Sesuai dengan produk yang, dipesan.. Neo 10 nya cukup kencang untuk browsing internet, lain nya masih di pelajari.",5
vivo,"[NEW LAUNCH] V40 Lite 5G (8/256) - AI Aura Light, AI Erase, Sony IMX882, 80W FlashCharge","Paket dah di aku, alhamdulillah sesuai realita🥰, sungguh tdk mengecewakan blnja disini 🤭",5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC","Dapat harga di bawah 3 juta worth it banget. Batre bandel, layar bagus, satsetsatset. Cuma kurang di kamera tapi gak peduli. Sisanya udah bagus banget. Pembelian terbaik...",5
vivo,"[NEW LAUNCH] V40 Lite 5G (8/256) - AI Aura Light, AI Erase, Sony IMX882, 80W FlashCharge",p,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Alhamdulillah kurirnya amanah walaupun pengiriman nya sangat lambat,tapi kesabaran saya terbayarkan ketika pertama kali mencoba Hp Iqoo neo 10 ini memang paling Mantap di...",5
vivo,"[BAIM APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Sesuai pesanan,paket rapi pokoknya the best",4
vivo,"[BAIM APPROVED] vivo Y19S (4/64) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost","barangnya sudah sampai, diterima dengan baik. maaf bgt yaa kaa telat kasi ulasannya karna kemarin saya sibuk bgt dirumahnya.. sukses terus kaa, makasiiih ya 👍🥰😉",5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Pengiriman oke,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Alhamdulillah barang nya sampai.. Dan udah aku pake juga HP nya bagus deh top markotop,5
vivo,"[NEW LAUNCH] V40 Lite 4G (8/256) - AI Aura Light Potrait, AI Erase, 80W FlashCharge, 32MP Front Camera",pesanan tiba dengan kondisi box agak penyok semoga hapenya awet,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","barang sangat rekomendasi banget pokoknya memuaskan sekali 
trimakasih buat tokonya",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Produk original, pengiriman cepat, pokoknya the bestt🥰🥰🥰",5
vivo,"[NEW LAUNCH] vivo Y29 (8/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search",Top HP nya,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,4
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",pesanan sesuai Terima kasih,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Alhamdulillah sampai dengan Peking rapih awal nya sempat takut gk sesuai ternyta sebagus bgttt   kaya nha bakal co lg,5
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Semoga awet,5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Sesuai mantap 👍 semoga awet,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Menyala🔥..  barang mantap.. fisik normal gak ada kendala.. perlu update os aja ini biar perporma makin stabil..,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",mantap bener,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sesuai banget,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Barang sudah nyampai sesuai pesanan,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Maaf baru ngasih ulasan,paket sudah sampai dengen selamat' pengiriman cepet kurir ramah barang real udah pesen yg ke 2.recom bngt guyss buat pesen hp di toko ini AMAN...",5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Awalnya suami ragu takut HP nya gk ori tapi aku selalu yakinin bahwa ini ori akhirnya pesen dan alhamdulillah ori semoga awet hpnya😊 maksih buat toko dan kurir nya,5
vivo,"[NEW LAUNCH] vivo Y19S (4/64) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost",Sangat bagusss,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Adminnya ramah.. barang aman sampe ke tangan.. mudah2an awet sampe kakek nenek,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Barang nya ori puas banget,5
vivo,"[NEW LAUNCH] V40 Lite 4G (8/256) - AI Aura Light Potrait, AI Erase, 80W FlashCharge, 32MP Front Camera",Best,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Semoga awet,5
vivo,"vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge - VV168NRML","barang bner2 ori buka sgel,gak ada kendala sama sekali bener2 best seller.
semoga tokonya smakin berkembang smkin sukses🙏🙏🙏",5
vivo,"iQOO Z9 5G (8/128) Snapdragon 7 Gen 3, 6000 mAH, 144Hz AMOLED (4500 nits), Sony IMX882",Sampai dengan aman,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","sampai dengan selamat ga ada kendala,mantap the bestt pokoknya",5
vivo,"vivo iQOO Z9x (8/128) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Gacor kang,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Puas banget, baru pertama pakai iqoo, kinerja mantep. Ga banyak drama kaya poco infinix. Ambil aja 16+512, harga terbaik di kelasnya.",5
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Alhamdulillah sdah sampai, dan berfungsi dgn baik, smuga aja awet",5
