toko,nama_barang,ulasan,rating
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,cepat tepat dan original. paking aman dan berfungsi dengan baik,5
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,sudah lama ga beli hp..sempat deg2an barang sampai ga ya..Alhamdulillah setelah nanya2 dg kurir idx..katanya belum pernah ada kejadian isi paket yg di tukar/diambil..klo...,5
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,pengiriman cepet bgt. packing jg aman. ga ada bonus kepala carjer yorobun. so far memuaskan karna dapet harga murah hehe,5
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,"ori barang segel pabrik, jgan ragu klo official satu ini, pas harga promo",5
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,Bagus,5
samsung-official-store,Samsung Galaxy Tab A9+ Wifi 4GB/64GB,"Suka bgt tq, pesen tgl 1, tgl 3 sudah di terima dgn baik. Berkah selalu. Yg pakai smartphone samsung wajib punya ini, gampang bgt nyalin datanya 🔥",5
samsung-official-store,Samsung Galaxy S25 Ultra 5G [12/256] | AI Smartphone | Android,Baik oke terpercaya mantap reliable speedy,5
samsung-official-store,,"no coment, mantap",5
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Barang tiba sesuai estimasi, barang baru masih segel, berfungsi dengan sangat baik. 

Recommended!! ⭐️⭐️⭐️⭐️⭐️",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Katanya ram 8 trnyata dtang ram 4,1
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Alhamdulilah paketan nya selamat sampai tujuan setelah terjadi nya derama ada yg mengaku dari pihak toko nge wa pesanan di batalkan karna ada kendala tertukar di ekspedis...,5
samsung-official-store,Samsung Galaxy S24 FE 8/512GB,"saya pesan dua, graphity dan gray, yg dikirim malah gray duanya. Tolong lebih diperhatikan lagi CATATAN dan PESAN dari konsumen!",2
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sesuai sih hanya hrg nya di NTT lebih murah🤣🙏🙏,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Produk sesuai terimakasih, hasil kamera kuning",3
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Baik,4
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Cepet bgt pengirimannya. Dan tentunya barangnya real..,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Barangnya ORI next order lagi deh,5
samsung-official-store,Samsung Galaxy A06 4/128GB,"gue biasa ajasih, tapi gue kasih bintang 5, ada harga ada rupa.",5
samsung-official-store,Samsung Galaxy A06 4/64GB,Sesuai,5
samsung-official-store,Samsung Galaxy A06 4/128GB,"Barang mendarat dengan selamat boss, aman jayaa sesuai pesanan pekingnya mantap",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Sampe dengan selamat,,,sempat terkecoh oleh oknum yg ngaku cs tiktok,,untung barang SDH sampe dloan,,",5
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"barang ok......ori.....hafiah adaptor charger
seller ok....
kurir ok
pokoke ok dah jgn ragu beli dilapak ini....
sayang ga ada bonus nya😁😁😁",5
samsung-official-store,Samsung Galaxy A06 4/128GB,Ok bgt,5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"Barang sudah sampai, aman cuman pekezingnya bublewrapnya kurang tebal",5
samsung-official-store,Samsung Galaxy A06 4/64GB,Amanah cepat orii recomended hanya di samsung official,5
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama","Mantap, kerasa status flagshipnya",5
samsung-official-store,Samsung Galaxy S24 5G 8/256GB,"barang segel Alhamdulillah aman, device buat kantor semoga awet",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,bagusss sesuaiii,4
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Kak dalam live kak baim wong katanya 8 ram tpi kok cuma 4 ram ya??,4
samsung-official-store,Samsung Galaxy A06 4/64GB,Good,5
samsung-official-store,Samsung Galaxy A06 4/64GB,Barang datang sesuai pesanan.. kurirnya amanah,5
samsung-official-store,,Barang dtrima tepat waktu..lengkap..tanpa cacat..sgt memuaskan..jd takut lagi beli online,5
samsung-official-store,"Samsung 32"" HD HE50E TV | HDR | OTS Lite | One UI Tizen | Slim Design | UA32HE50EFKLXD",Mantap 👍👍👍👍,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Harga murah hp samsung galaxy A06 tapi dapat barang bagus/baru tidak mengecewakan seperti yg di spil di live saya uda dua kali beli di live Baim Wong sangat2 puas makasih...,5
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Pengantaran cepat, paket yang dikirim juga sangat baik pengemasan nya 🙏 sangat top lah",5
samsung-official-store,"Samsung 32"" HD HE50E TV | HDR | OTS Lite | One UI Tizen | Slim Design | UA32HE50EFKLXD",Tv retak pecah,1
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama",ori dan sesuai review ... pas promo pas murah,4
samsung-official-store,Samsung Galaxy S25 Ultra 12/512GB - Smartphone AI | Galaxy AI | Snapdragon 8 Elite for Galaxy | Android,Pengiriman cepat dan aman. Barang original,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Mendarat dengan selamat
Semoga awet",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Barangnya sudah nyampai  cepat pengirimannya,5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,sesuai pesanan. yg terima sepupu saya suka. dan hp berfungsi dgn baik. terimakasih samsung,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Bagus,5
samsung-official-store,Samsung Galaxy Tab A9 4/64GB,"Paketnya sudah kami terima. Produknya original & belum di unboxing. Semoga saja produknya berfungsi dengan baik, tanpa ada kerusakan. Thanks seller, tokopedia & k...",5
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A16 LTE 8/128GB,Bagus,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,"Barang sesuai, pengiriman nya juga cepet mantep lah nih toko terimakasih seller dan kurir 👍",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Makasih hp bagus makasih yaa🙏,5
samsung-official-store,Samsung Galaxy A06 4/64GB,Sudah diterima dengan baik. Packing rapi bgttt. Sayang bgt chargernya wrna putih bkn hitam. Itu saja c. Semuanya good.,4
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sesuai pesanan....,5
samsung-official-store,Samsung Galaxy Tab S10 FE Wifi [8/128] - | Tablet AI | Galaxy AI | Layar besar,"Alhamdulillah paketnya sudah sampai dan berfungsi dengan baik, terima kasih..",5
samsung-official-store,"Samsung Galaxy Buds3 - [Silver, White], Bluetooth Earbuds, Adaptive Noise Control, Hi-Fi Sound, Dual AMP","Best quality, best sound, best design, best look. All the best 🙌🏻",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Bagus bgt ori,5
samsung-official-store,Samsung Galaxy A06 4/128GB,sangat puas dengan kualitas dan kelengkapannya,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sampai dengan aman barang nya pun jg amna,5
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Barang datang masih segel belum di coba semoga bermanfaat terima kasih seler,4
samsung-official-store,Samsung Galaxy A36 5G [8/256] [Upgrade dari 8/128 GB] | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge,"Produk 100% 
Sellernya amanah
Kejernihan lensa: Good
Kualitas pengerjaan: Baik
Performa sistem: Sangat baik",5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"mantap sesuai deskripsi👍
sudah 4 kali beli d toko ini",5
samsung-official-store,Samsung Galaxy Tab A9 4/64GB,Terima kasih samsul,5
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,ok barangnya .tp agak lama kirimnya,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Mudah mudahan baguus ya kk..,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Bagus,5
samsung-official-store,"Samsung Galaxy Buds3 - [Silver, White], Bluetooth Earbuds, Adaptive Noise Control, Hi-Fi Sound, Dual AMP","Pertama pake setelah full charged, cuma pake sebelah kiri mulai dari jam 06:22, dengerin lagu aja non stop, sampe ada notifikasi lowbatt suara beep gitu dapet notifikasin...",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,Bagus,5
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,sampai dengan selamat makasih toko nya dan pak kurir nya josss,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Mantaaapppp...oke kali,5
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A16 5G 8/256GB,"Barang sesuai pesanan ,pengiriman lumayan lama,harga bersahabat ,kurir ramah",4
samsung-official-store,"Samsung Galaxy S24 FE [8/128] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama","Barang bagus berfungsi dengan baik., pengiriman lumayan cepat dan tepat alamat..",5
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,eSIM Paket Data tidak bisa digunakan krn sudah ada yg pakai.,3
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,"baranf sesuai bagus, barang original mantap",5
samsung-official-store,"Samsung Galaxy Buds3 - [Silver, White], Bluetooth Earbuds, Adaptive Noise Control, Hi-Fi Sound, Dual AMP","Kualitas produk bagus, tanpa ada cacat sedikitipun. Kurangnya pengiriman lama banget sampai 2 minggu saya menunggu, tapi saya paham karena itu kesalahan ekspedisi",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Semuanya bagus sihh tapi di life di bilang ram nya 8/6 eh yang datang ram 2 ,,,,",4
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"cepat sampai, paling aman, barang original , masih segel. terimakasih",5
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,"Fast respon seller...barang okey sesuai descrip..mulus masih disegel..dapat free charger..
mantappp/...",5
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,Barang sudah diterima,5
samsung-official-store,Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,"barang sesuai dengan deskripsi, sayang ngga dapat charger",4
samsung-official-store,Samsung Galaxy S24 5G 8/256GB,mantap pengiriman cepat asli bangget,5
samsung-official-store,Samsung Galaxy A06 4/128GB,"barang sesuai, packing berlapis",5
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,"Bagus, snagat berguna buat itung steps dan kalo olahraga. Bisa buat media controller sama buat camera remote. Kecil tapi banyak fungsi 👍🏻 Bisa ganti2 strap juga, tingga...",5
samsung-official-store,Samsung Galaxy S24 5G 8/256GB,barangnya bagus sampai ditujuan dengan aman tapi untuk pengirimannya agak lama overall tokonya official dan ada garansi resmi😽,5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"Barang segel waktu sampai dan ada garansi resminya
Barang lancar dan pengiriman cepat sehari sampai",5
samsung-official-store,Samsung Galaxy Tab A9+ 8/128GB,,5
samsung-official-store,,Pengiriman agak lambat yaa. Alhamdulillah... Over all hp nya bagus tidak ad kerusakan maupun lecet.,4
samsung-official-store,Samsung Galaxy A06 4/128GB,masih segel.,5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"bagus, hanya lama tidak dikirim-kirim",4
samsung-official-store,Samsung Galaxy A06 4/128GB,"Barang original, masih dalam segel dan pengiriman aman",5
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,"Kereen packingan sangat rapi & aman
Kurir jg bagus dalam memperlakukan barang 
Cepat terkirim
Barang aman segel semuanya utuh
Barang bagus",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sudah sampai mogah awet,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,mantap Joss amanah barang sesuai kiriman tepat waktu josss,5
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,"barang tersegel rapi. berfungsi dengan normal, tidak ada kecacatan fisik, secara fungsi optimal",5
samsung-official-store,"Samsung Galaxy Watch7 [40mm] - [Green, Cream], Smartwatch AI, Prosesor 3nm, Sleep Apnea Monitoring, Dual GPS",asli ori cuy gg gimang,5
samsung-official-store,Samsung Galaxy Tab A9 4/64GB,"Pengirimannya cepat coy, barang original, packing mantab punya, terseal dengan bagus... recommended lah untuk belanja dimari",5
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama",ori samsung....terdaftar resmi,5
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,"bagus, pesan kemarin hari ini langsung sampai, terimakasih Samsung",5
samsung-official-store,Samsung Galaxy A06 4/64GB,barang nya bagus masih di segel dan pengiriman pun cepat sampai nya,5
samsung-official-store,"Samsung Galaxy A16 Kids Edition PAW Patrol [8/256] - [Color] | Parental Control | Termasuk Galaxy Smart Tag2, PAW Patrol Merchandise, Travel Adapter 25W, Clear Case","barang sampai dengan selamat tanpa cacat, packaging rapi, pengantaran cepat
barang sesuai dengan yang ada di deskripsi",5
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,Mendarat dengan sempurna 👍,5
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,"Allhamdulilh BRG nya dah sampai,,sesuai dngn yg di gmbar terimakasih",5
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,Mantap pokoknya sesuai pesanan,5
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,Barang telah diterima dalam kondisi baik. Apresiasi utk packing yg rapi. Belum sempat dicoba.,5
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/128 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge,"Keterangan di deskripsi nya Ram 12gb, kirain beneran dper Ram 12, ternyata 8gb
sayang bgt gak di kasih Kepala Charger , padahal yg lain diulasan pada dikasih, tapi gue ka...",3
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Semoga awet,4
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Barang bagus sesuai deskripsi,5
samsung-official-store,Samsung Galaxy A06 4/64GB,"Paket diterima dengan selamat, walaupun sempat terpending karena hari libur tapi pengiriman cepat, packing aman dan rapih, terima kasih 👍",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"terpercaya, first time beli hp online pengirimannya ckup lama pdhl standar. tp its oke ini ori✨",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Assalamualaikum Warahmatullahi Wabarakatuh 

Ini barang dah nyampe tapi tidak masuk Internet",3
samsung-official-store,"Samsung Galaxy S24 FE [8/128] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama",Barang sesuai iklan dan spek. Segel rapat. Samsung hanya beli di Official Shop.,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,Bagus keren oke,5
samsung-official-store,Samsung Microwave [23 L] - MS23K3515AS/SE,Barang mulus bagus,5
samsung-official-store,Samsung Galaxy A06 4/128GB,"mendarat aman
cuma agak lama dipengiriman itua aja
yg lain ok",5
samsung-official-store,"Samsung Galaxy Buds3 - [Silver, White], Bluetooth Earbuds, Adaptive Noise Control, Hi-Fi Sound, Dual AMP","Packing pengiriman yang sesuai standar, barang sampai dengan kondisi utuh dan terjaga di kalimantan, dengan estimasi 5 hari pengiriman.",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Mantap,5
samsung-official-store,"Samsung 43"" Crystal UHD 4K DU7000 4K Smart TV - UA43DU7000KXXD",Alhamdulillah semua aman,5
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Barang ok n segel n garansi aman, semoga awet, cukup puas dengan discountnya",5
samsung-official-store,,"alhamdulillah barang diterima dengan baik, tp kemaren sempet mencurigakan ekspedisi jne nya masa lama bgt dan stuck disitu situ aja soalnya banyak kasus isi paket dituker...",5
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Barang pesanan sudah sampai lebih cepat, sudah di terima dan barang pesanan sudah sesuai dengan pesanan dengan kualitas barang bagus banget dan datang lebih cepat, tingka...",5
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,"barang asli sesuai deskripsi, sudah tiba dengan aman",5
samsung-official-store,Samsung Galaxy Tab A9 4/64GB,"Samsung galaxy tab A9/64 GB sudah sampai.
Terima kasih barang ORI dan semoga awet",5
samsung-official-store,Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE,Barang bagus keren dan selalu puas dgn brand ini. Trimakasih ya,5
samsung-official-store,Samsung Galaxy A36 5G [8/256] [Upgrade dari 8/128 GB] | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge,Great,5
samsung-official-store,Samsung Galaxy A06 4/64GB,"Di posternya tertulis Youtube Permium Free 2 Bulan, tapi tidak dibertahu cara redeemnya, sudah chat ke admin gak dibalas.

Unitnya oke.",4
samsung-official-store,Samsung Galaxy A06 4/64GB,Puas,5
samsung-official-store,"Samsung Galaxy Watch7 [40mm] - [Green, Cream], Smartwatch AI, Prosesor 3nm, Sleep Apnea Monitoring, Dual GPS","Frame silver, strap cream. cocok untuk tangan kecil",5
samsung-official-store,"Samsung Galaxy Watch7 [40mm] - [Green, Cream], Smartwatch AI, Prosesor 3nm, Sleep Apnea Monitoring, Dual GPS","barang sudah diterima dalam kondisi baik,terimakasih",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Barangnya sudah smpai dgn selamat.Dipacking dgn sangat bagus dan aman. Harga lbh murah Dr pasaran,5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,lama sampainya tapi barang memuaskan,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,Bagus banget,5
samsung-official-store,,Mantap 🤗,5
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,"berfungsi dengan baik, fitur dan spesifikasi sesuai dengan deskripsi",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sangat puas dan ori,5
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"Sempat ragu pesan lewat online, tapi package sampai dengan aman, packing rapih. Kondisi box HP dalam keadaan baik, HP semua berfungsi dengan baik.",5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Makasih bang baim, cucuku senang sekali dan langsung dioperasionalkan🙏🏻",5
samsung-official-store,"Samsung 43"" FHD F6000 TV | HDR | OTS Lite | One UI Tizen | UA43F6000FKXXD",Barang bagus,5
samsung-official-store,Samsung Galaxy Tab A9+ 8/128GB,Tokonya amanah. Tab A9 Plus nya mendarat dengan aman di Sulawesi Tengah. Kurir mantap👍,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Pekingan rapi pengiriman cpt,5
